"NUM_CORR_ACI";"COD_LOCAL_EVENTO_ACI";"NUM_TRAT_ACO_PAN";"MES";"AL_CAS";"GRAU";"TRAT";"S_MAX";"family"
"4668";591119;"OB1";1;201310;901;"AA";"C1";8;"AA-C1-8"
"4691";591884;"OB1";1;201311;320;"AA";"C1";8;"AA-C1-8"
"4696";591988;"OB1";1;201311;832;"AA";"C1";8;"AA-C1-8"
"4699";592091;"OB1";1;201311;67;"AA";"C1";8;"AA-C1-8"
"4704";592210;"OB1";1;201312;507;"AA";"C1";8;"AA-C1-8"
"4708";592301;"OB1";1;201312;127;"AA";"C1";8;"AA-C1-8"
"4711";592446;"OB2";1;201312;572;"AA";"C1";8;"AA-C1-8"
"4712";592458;"OB1";1;201312;442;"AA";"C1";8;"AA-C1-8"
"4721";592695;"OB2";1;201312;56;"AA";"C1";8;"AA-C1-8"
"4729";592882;"OB2";1;201312;587;"AA";"C1";8;"AA-C1-8"
"4735";592995;"OB2";1;201401;478;"AA";"C1";8;"AA-C1-8"
"4736";593000;"OB1";1;201401;795;"AA";"C1";8;"AA-C1-8"
"4760";593528;"OB2";1;201402;98;"AA";"C1";8;"AA-C1-8"
"4762";593547;"OB1";1;201402;198;"AA";"C1";8;"AA-C1-8"
"4780";593887;"OB2";1;201402;149;"AA";"C1";8;"AA-C1-8"
"4796";594241;"OB2";1;201403;407;"AA";"C1";8;"AA-C1-8"
"4798";594323;"OB1";1;201403;182;"AA";"C1";8;"AA-C1-8"
"4799";594326;"OB1";1;201403;185;"AA";"C1";8;"AA-C1-8"
"4805";594392;"OB2";1;201403;172;"AA";"C1";8;"AA-C1-8"
"4822";594917;"OB1";1;201404;307;"AA";"C1";8;"AA-C1-8"
"4828";594969;"OB1";1;201404;918;"AA";"C1";8;"AA-C1-8"
"4838";595231;"OB2";1;201404;317;"AA";"C1";8;"AA-C1-8"
"4863";596028;"OB2";1;201405;85;"AA";"C1";8;"AA-C1-8"
"4864";596029;"OB2";1;201405;355;"AA";"C1";8;"AA-C1-8"
"4894";596355;"OB1";1;201406;384;"AA";"C1";8;"AA-C1-8"
"4903";596460;"OB1";1;201406;313;"AA";"C1";8;"AA-C1-8"
"4915";596736;"OB1";1;201406;290;"AA";"C1";8;"AA-C1-8"
"4916";596741;"OB1";1;201406;231;"AA";"C1";8;"AA-C1-8"
"4919";596797;"OB1";1;201407;647;"AA";"C1";8;"AA-C1-8"
"4920";596803;"OB1";1;201407;372;"AA";"C1";8;"AA-C1-8"
"4925";596913;"OB1";1;201407;566;"AA";"C1";8;"AA-C1-8"
"4926";596918;"OB1";1;201407;278;"AA";"C1";8;"AA-C1-8"
"4936";597049;"OB1";1;201407;157;"AA";"C1";8;"AA-C1-8"
"4937";597054;"OB2";1;201407;492;"AA";"C1";8;"AA-C1-8"
"4939";597078;"OB2";1;201407;251;"AA";"C1";8;"AA-C1-8"
"4940";597081;"OB1";1;201407;195;"AA";"C1";8;"AA-C1-8"
"4953";597284;"OB2";1;201407;376;"AA";"C1";8;"AA-C1-8"
"4954";597285;"OB2";1;201407;264;"AA";"C1";8;"AA-C1-8"
"4955";597287;"OB1";1;201407;517;"AA";"C1";8;"AA-C1-8"
"4963";597385;"OB1";1;201407;437;"AA";"C1";8;"AA-C1-8"
"4964";597387;"OB2";NA;201407;0;"AA";"C1";8;"AA-C1-8"
"4965";597452;"OB1";1;201407;189;"AA";"C1";8;"AA-C1-8"
"4969";597547;"OB2";1;201408;540;"AA";"C1";8;"AA-C1-8"
"4970";597555;"OB1";1;201408;319;"AA";"C1";8;"AA-C1-8"
"4981";597805;"OB2";1;201408;785;"AA";"C1";8;"AA-C1-8"
"4988";597954;"OB2";1;201408;460;"AA";"C1";8;"AA-C1-8"
"4989";597955;"OB1";1;201408;285;"AA";"C1";8;"AA-C1-8"
"5006";486598;"OB1";1;201309;141;"AA";"C1";8;"AA-C1-8"
"5007";486616;"OB2";1;201309;37;"AA";"C1";8;"AA-C1-8"
"5020";486905;"OB1";1;201309;36;"AA";"C1";8;"AA-C1-8"
"5044";487358;"OB1";1;201310;92;"AA";"C1";8;"AA-C1-8"
"5060";487743;"OB2";1;201311;331;"AA";"C1";8;"AA-C1-8"
"5061";487745;"OB2";1;201311;313;"AA";"C1";8;"AA-C1-8"
"5064";487818;"OB2";1;201311;421;"AA";"C1";8;"AA-C1-8"
"5071";488057;"OB1";1;201311;263;"AA";"C1";8;"AA-C1-8"
"5072";488059;"OB2";1;201311;78;"AA";"C1";8;"AA-C1-8"
"5077";488192;"OB2";1;201311;440;"AA";"C1";8;"AA-C1-8"
"5087";488344;"OB2";1;201311;100;"AA";"C1";8;"AA-C1-8"
"5106";488856;"OB1";1;201312;329;"AA";"C1";8;"AA-C1-8"
"5108";488867;"OB2";1;201312;160;"AA";"C1";8;"AA-C1-8"
"5129";489247;"OB1";1;201401;384;"AA";"C1";8;"AA-C1-8"
"5135";489436;"OB1";1;201401;135;"AA";"C1";8;"AA-C1-8"
"5159";490194;"OB1";1;201402;320;"AA";"C1";8;"AA-C1-8"
"5184";490815;"OB2";1;201403;558;"AA";"C1";8;"AA-C1-8"
"5227";491514;"OB1";1;201404;541;"AA";"C1";8;"AA-C1-8"
"5234";491799;"OB2";1;201405;259;"AA";"C1";8;"AA-C1-8"
"5257";492245;"OB2";2;201405;699;"AA";"C1";8;"AA-C1-8"
"5267";492452;"OB1";1;201406;344;"AA";"C1";8;"AA-C1-8"
"5274";492541;"OB2";1;201406;413;"AA";"C1";8;"AA-C1-8"
"5275";492542;"OB2";1;201406;20;"AA";"C1";8;"AA-C1-8"
"5280";492689;"OB1";1;201406;240;"AA";"C1";8;"AA-C1-8"
"5284";492829;"OB1";1;201406;441;"AA";"C1";8;"AA-C1-8"
"5288";493008;"OB2";1;201407;209;"AA";"C1";8;"AA-C1-8"
"5296";493232;"OB2";1;201407;715;"AA";"C1";8;"AA-C1-8"
"5299";493287;"OB2";1;201407;343;"AA";"C1";8;"AA-C1-8"
"5316";493556;"OB1";1;201408;430;"AA";"C1";8;"AA-C1-8"
"5327";493827;"OB1";1;201408;373;"AA";"C1";8;"AA-C1-8"
"5328";493833;"OB1";1;201408;188;"AA";"C1";8;"AA-C1-8"
"5349";590195;"OB1";1;201309;203;"AA";"C1";8;"AA-C1-8"
"5360";590414;"OB2";1;201309;126;"AA";"C1";8;"AA-C1-8"
"5372";590520;"OB1";1;201309;390;"AA";"C1";8;"AA-C1-8"
"5373";590521;"OB2";1;201309;222;"AA";"C1";8;"AA-C1-8"
"5377";590577;"OB1";1;201309;141;"AA";"C1";8;"AA-C1-8"
"5381";590680;"OB1";1;201309;85;"AA";"C1";8;"AA-C1-8"
"5382";590699;"OB1";1;201309;40;"AA";"C1";8;"AA-C1-8"
"5390";591132;"OB2";1;201310;454;"AA";"C1";8;"AA-C1-8"
"5395";591194;"OB1";1;201310;313;"AA";"C1";8;"AA-C1-8"
"5403";591558;"OB2";1;201311;149;"AA";"C1";8;"AA-C1-8"
"5410";591836;"OB2";1;201311;420;"AA";"C1";8;"AA-C1-8"
"5412";591886;"OB1";1;201311;246;"AA";"C1";8;"AA-C1-8"
"5413";591910;"OB2";1;201311;614;"AA";"C1";8;"AA-C1-8"
"5416";591986;"OB2";1;201311;460;"AA";"C1";8;"AA-C1-8"
"5420";592062;"OB2";1;201311;547;"AA";"C1";8;"AA-C1-8"
"5441";592397;"OB1";1;201312;276;"AA";"C1";8;"AA-C1-8"
"5444";592445;"OB1";1;201312;326;"AA";"C1";8;"AA-C1-8"
"5446";592455;"OB2";1;201312;558;"AA";"C1";8;"AA-C1-8"
"5449";592521;"OB2";1;201312;841;"AA";"C1";8;"AA-C1-8"
"5453";592693;"OB2";1;201312;119;"AA";"C1";8;"AA-C1-8"
"5454";592697;"OB1";1;201312;426;"AA";"C1";8;"AA-C1-8"
"5459";592883;"OB1";1;201312;422;"AA";"C1";8;"AA-C1-8"
"5460";592884;"OB2";1;201312;302;"AA";"C1";8;"AA-C1-8"
"5488";593418;"OB2";1;201401;491;"AA";"C1";8;"AA-C1-8"
"5493";593492;"OB2";1;201401;488;"AA";"C1";8;"AA-C1-8"
"5495";593521;"OB2";1;201402;604;"AA";"C1";8;"AA-C1-8"
"5496";593549;"OB2";1;201402;87;"AA";"C1";8;"AA-C1-8"
"5509";593768;"OB2";1;201402;443;"AA";"C1";8;"AA-C1-8"
"5515";593896;"OB1";1;201402;662;"AA";"C1";8;"AA-C1-8"
"5525";594286;"OB2";1;201403;157;"AA";"C1";8;"AA-C1-8"
"5534";594624;"OB2";1;201403;536;"AA";"C1";8;"AA-C1-8"
"5535";594628;"OB2";1;201403;204;"AA";"C1";8;"AA-C1-8"
"5539";594659;"OB2";1;201403;44;"AA";"C1";8;"AA-C1-8"
"5550";594868;"OB2";1;201404;500;"AA";"C1";8;"AA-C1-8"
"5551";594872;"OB2";1;201404;174;"AA";"C1";8;"AA-C1-8"
"5556";595039;"OB1";1;201404;196;"AA";"C1";8;"AA-C1-8"
"5557";595042;"OB1";1;201404;350;"AA";"C1";8;"AA-C1-8"
"5558";595046;"OB1";1;201404;571;"AA";"C1";8;"AA-C1-8"
"5574";595361;"OB1";1;201404;351;"AA";"C1";8;"AA-C1-8"
"5596";595971;"OB2";1;201405;839;"AA";"C1";8;"AA-C1-8"
"5599";596019;"OB2";1;201405;374;"AA";"C1";8;"AA-C1-8"
"5636";596738;"OB1";1;201406;330;"AA";"C1";8;"AA-C1-8"
"5639";596799;"OB1";1;201407;437;"AA";"C1";8;"AA-C1-8"
"5640";596836;"OB1";1;201407;439;"AA";"C1";8;"AA-C1-8"
"5644";596894;"OB1";1;201407;276;"AA";"C1";8;"AA-C1-8"
"5645";596895;"OB2";1;201407;266;"AA";"C1";8;"AA-C1-8"
"5652";597053;"OB2";1;201407;371;"AA";"C1";8;"AA-C1-8"
"5656";597110;"OB1";1;201407;312;"AA";"C1";8;"AA-C1-8"
"5662";597290;"OB2";1;201407;432;"AA";"C1";8;"AA-C1-8"
"5670";597454;"OB1";1;201407;234;"AA";"C1";8;"AA-C1-8"
"5702";597969;"OB2";1;201408;498;"AA";"C1";8;"AA-C1-8"
"3";486357;"OB1";1;201309;286;"AA";"C1";9;"AA-C1-9"
"28";486822;"OB2";1;201309;345;"AA";"C1";9;"AA-C1-9"
"30";486919;"OB2";1;201309;397;"AA";"C1";9;"AA-C1-9"
"66";488054;"OB2";1;201311;246;"AA";"C1";9;"AA-C1-9"
"77";488342;"OB1";1;201311;298;"AA";"C1";9;"AA-C1-9"
"93";488580;"OB2";1;201312;541;"AA";"C1";9;"AA-C1-9"
"108";489015;"OB1";1;201401;248;"AA";"C1";9;"AA-C1-9"
"121";489315;"OB1";1;201401;587;"AA";"C1";9;"AA-C1-9"
"123";489370;"OB1";2;201401;111;"AA";"C1";9;"AA-C1-9"
"140";489980;"OB1";1;201402;280;"AA";"C1";9;"AA-C1-9"
"154";490258;"OB1";1;201402;327;"AA";"C1";9;"AA-C1-9"
"164";490429;"OB2";NA;201403;0;"AA";"C1";9;"AA-C1-9"
"170";490611;"OB2";1;201403;84;"AA";"C1";9;"AA-C1-9"
"207";491277;"OB2";1;201404;585;"AA";"C1";9;"AA-C1-9"
"218";491480;"OB2";1;201404;194;"AA";"C1";9;"AA-C1-9"
"219";491484;"OB2";1;201404;164;"AA";"C1";9;"AA-C1-9"
"223";491589;"OB2";1;201404;527;"AA";"C1";9;"AA-C1-9"
"237";491940;"OB2";2;201405;276;"AA";"C1";9;"AA-C1-9"
"238";491941;"OB1";1;201405;737;"AA";"C1";9;"AA-C1-9"
"247";492189;"OB1";1;201405;246;"AA";"C1";9;"AA-C1-9"
"274";492712;"OB2";1;201406;366;"AA";"C1";9;"AA-C1-9"
"307";493578;"OB1";1;201408;82;"AA";"C1";9;"AA-C1-9"
"308";493580;"OB2";1;201408;121;"AA";"C1";9;"AA-C1-9"
"322";493823;"OB2";1;201408;251;"AA";"C1";9;"AA-C1-9"
"353";590090;"OB1";NA;201309;0;"AA";"C1";9;"AA-C1-9"
"354";590094;"OB2";1;201309;275;"AA";"C1";9;"AA-C1-9"
"361";590325;"OB1";1;201309;260;"AA";"C1";9;"AA-C1-9"
"362";590326;"OB2";1;201309;197;"AA";"C1";9;"AA-C1-9"
"375";590713;"OB2";1;201309;457;"AA";"C1";9;"AA-C1-9"
"376";590715;"OB2";1;201309;448;"AA";"C1";9;"AA-C1-9"
"394";591286;"OB1";1;201310;92;"AA";"C1";9;"AA-C1-9"
"413";591888;"OB1";1;201311;136;"AA";"C1";9;"AA-C1-9"
"416";591932;"OB2";1;201311;581;"AA";"C1";9;"AA-C1-9"
"418";591949;"OB2";1;201311;544;"AA";"C1";9;"AA-C1-9"
"445";592487;"OB1";1;201312;185;"AA";"C1";9;"AA-C1-9"
"467";592997;"OB1";1;201401;374;"AA";"C1";9;"AA-C1-9"
"469";593015;"OB2";1;201401;243;"AA";"C1";9;"AA-C1-9"
"470";593054;"OB2";1;201401;199;"AA";"C1";9;"AA-C1-9"
"471";593055;"OB1";1;201401;296;"AA";"C1";9;"AA-C1-9"
"480";593171;"OB2";1;201401;210;"AA";"C1";9;"AA-C1-9"
"481";593179;"OB1";1;201401;249;"AA";"C1";9;"AA-C1-9"
"491";593368;"OB1";1;201401;224;"AA";"C1";9;"AA-C1-9"
"497";593438;"OB1";1;201401;228;"AA";"C1";9;"AA-C1-9"
"498";593494;"OB2";1;201401;403;"AA";"C1";9;"AA-C1-9"
"503";593593;"OB1";1;201402;224;"AA";"C1";9;"AA-C1-9"
"518";593842;"OB2";1;201402;168;"AA";"C1";9;"AA-C1-9"
"528";594366;"OB1";1;201403;417;"AA";"C1";9;"AA-C1-9"
"534";594495;"OB2";1;201403;70;"AA";"C1";9;"AA-C1-9"
"535";594498;"OB2";1;201403;120;"AA";"C1";9;"AA-C1-9"
"568";595258;"OB1";1;201404;378;"AA";"C1";9;"AA-C1-9"
"569";595260;"OB1";1;201404;228;"AA";"C1";9;"AA-C1-9"
"570";595264;"OB1";1;201404;114;"AA";"C1";9;"AA-C1-9"
"585";595723;"OB1";1;201405;328;"AA";"C1";9;"AA-C1-9"
"599";596087;"OB1";1;201405;206;"AA";"C1";9;"AA-C1-9"
"600";596097;"OB2";1;201406;55;"AA";"C1";9;"AA-C1-9"
"604";596210;"OB2";1;201406;338;"AA";"C1";9;"AA-C1-9"
"609";596265;"OB1";2;201406;641;"AA";"C1";9;"AA-C1-9"
"610";596270;"OB2";1;201406;530;"AA";"C1";9;"AA-C1-9"
"621";596581;"OB2";1;201406;195;"AA";"C1";9;"AA-C1-9"
"626";596654;"OB2";1;201406;89;"AA";"C1";9;"AA-C1-9"
"630";596745;"OB1";1;201406;452;"AA";"C1";9;"AA-C1-9"
"631";596747;"OB1";NA;201406;0;"AA";"C1";9;"AA-C1-9"
"633";596780;"OB1";1;201407;706;"AA";"C1";9;"AA-C1-9"
"650";597080;"OB2";1;201407;242;"AA";"C1";9;"AA-C1-9"
"701";597951;"OB2";1;201408;648;"AA";"C1";9;"AA-C1-9"
"702";597956;"OB2";1;201408;243;"AA";"C1";9;"AA-C1-9"
"704";597990;"OB2";1;201408;106;"AA";"C1";9;"AA-C1-9"
"706";486233;"OB1";1;201309;507;"AA";"C1";9;"AA-C1-9"
"707";486279;"OB1";1;201309;269;"AA";"C1";9;"AA-C1-9"
"717";486510;"OB1";1;201309;473;"AA";"C1";9;"AA-C1-9"
"718";486511;"OB2";NA;201309;0;"AA";"C1";9;"AA-C1-9"
"727";486731;"OB1";1;201309;134;"AA";"C1";9;"AA-C1-9"
"734";486953;"OB1";1;201310;239;"AA";"C1";9;"AA-C1-9"
"781";488304;"OB2";1;201311;289;"AA";"C1";9;"AA-C1-9"
"801";488861;"OB2";2;201312;432;"AA";"C1";9;"AA-C1-9"
"803";488873;"OB2";1;201312;333;"AA";"C1";9;"AA-C1-9"
"824";489369;"OB2";1;201401;505;"AA";"C1";9;"AA-C1-9"
"845";489923;"OB1";1;201402;420;"AA";"C1";9;"AA-C1-9"
"846";489943;"OB1";1;201402;412;"AA";"C1";9;"AA-C1-9"
"849";489986;"OB2";1;201402;159;"AA";"C1";9;"AA-C1-9"
"853";490097;"OB1";1;201402;449;"AA";"C1";9;"AA-C1-9"
"883";490693;"OB2";1;201403;613;"AA";"C1";9;"AA-C1-9"
"898";491036;"OB2";1;201403;113;"AA";"C1";9;"AA-C1-9"
"905";491173;"OB2";1;201404;12;"AA";"C1";9;"AA-C1-9"
"906";491280;"OB1";2;201404;61;"AA";"C1";9;"AA-C1-9"
"928";491632;"OB1";1;201404;139;"AA";"C1";9;"AA-C1-9"
"933";491835;"OB1";1;201405;35;"AA";"C1";9;"AA-C1-9"
"992";493241;"OB1";1;201407;733;"AA";"C1";9;"AA-C1-9"
"1009";493577;"OB1";1;201408;137;"AA";"C1";9;"AA-C1-9"
"1021";493824;"OB1";2;201408;44;"AA";"C1";9;"AA-C1-9"
"1033";590050;"OB2";1;201309;308;"AA";"C1";9;"AA-C1-9"
"1034";590055;"OB1";1;201309;437;"AA";"C1";9;"AA-C1-9"
"1068";590716;"OB1";1;201309;557;"AA";"C1";9;"AA-C1-9"
"1088";591160;"OB2";1;201310;429;"AA";"C1";9;"AA-C1-9"
"1089";591163;"OB2";1;201310;179;"AA";"C1";9;"AA-C1-9"
"1094";591197;"OB1";1;201310;147;"AA";"C1";9;"AA-C1-9"
"1151";592398;"OB2";1;201312;188;"AA";"C1";9;"AA-C1-9"
"1154";592524;"OB2";1;201312;441;"AA";"C1";9;"AA-C1-9"
"1168";592900;"OB2";1;201312;315;"AA";"C1";9;"AA-C1-9"
"1169";592901;"OB2";1;201312;76;"AA";"C1";9;"AA-C1-9"
"1179";593014;"OB2";1;201401;320;"AA";"C1";9;"AA-C1-9"
"1194";593439;"OB2";1;201401;515;"AA";"C1";9;"AA-C1-9"
"1204";593557;"OB1";NA;201402;0;"AA";"C1";9;"AA-C1-9"
"1205";593557;"OB2";1;201402;382;"AA";"C1";9;"AA-C1-9"
"1267";594842;"OB2";1;201404;95;"AA";"C1";9;"AA-C1-9"
"1268";594844;"OB2";1;201404;273;"AA";"C1";9;"AA-C1-9"
"1269";594852;"OB2";1;201404;577;"AA";"C1";9;"AA-C1-9"
"1295";595555;"OB1";1;201405;661;"AA";"C1";9;"AA-C1-9"
"1303";595721;"OB1";1;201405;398;"AA";"C1";9;"AA-C1-9"
"1304";595727;"OB2";1;201405;193;"AA";"C1";9;"AA-C1-9"
"1311";595918;"OB2";1;201405;527;"AA";"C1";9;"AA-C1-9"
"1322";596085;"OB2";1;201405;235;"AA";"C1";9;"AA-C1-9"
"1324";596099;"OB2";1;201406;536;"AA";"C1";9;"AA-C1-9"
"1386";597346;"OB2";1;201407;476;"AA";"C1";9;"AA-C1-9"
"1447";486512;"OB1";1;201309;139;"AA";"C1";9;"AA-C1-9"
"1521";488265;"OB2";1;201311;383;"AA";"C1";9;"AA-C1-9"
"1522";488300;"OB1";2;201311;144;"AA";"C1";9;"AA-C1-9"
"1538";488587;"OB1";1;201312;463;"AA";"C1";9;"AA-C1-9"
"1539";488587;"OB1";NA;201312;0;"AA";"C1";9;"AA-C1-9"
"1540";488588;"OB1";1;201312;305;"AA";"C1";9;"AA-C1-9"
"1549";488861;"OB2";NA;201312;0;"AA";"C1";9;"AA-C1-9"
"1562";489051;"OB2";1;201401;153;"AA";"C1";9;"AA-C1-9"
"1563";489054;"OB1";1;201401;41;"AA";"C1";9;"AA-C1-9"
"1575";489318;"OB2";1;201401;323;"AA";"C1";9;"AA-C1-9"
"1578";489353;"OB2";1;201401;33;"AA";"C1";9;"AA-C1-9"
"1579";489354;"OB2";1;201401;151;"AA";"C1";9;"AA-C1-9"
"1583";489556;"OB2";1;201401;269;"AA";"C1";9;"AA-C1-9"
"1584";489557;"OB1";1;201401;411;"AA";"C1";9;"AA-C1-9"
"1613";490198;"OB2";1;201402;296;"AA";"C1";9;"AA-C1-9"
"1629";490609;"OB1";1;201403;195;"AA";"C1";9;"AA-C1-9"
"1635";490824;"OB1";1;201403;552;"AA";"C1";9;"AA-C1-9"
"1642";491001;"OB2";1;201403;370;"AA";"C1";9;"AA-C1-9"
"1645";491039;"OB1";1;201403;112;"AA";"C1";9;"AA-C1-9"
"1655";491278;"OB1";1;201404;250;"AA";"C1";9;"AA-C1-9"
"1673";491832;"OB2";1;201405;115;"AA";"C1";9;"AA-C1-9"
"1675";491979;"OB2";1;201405;317;"AA";"C1";9;"AA-C1-9"
"1700";492557;"OB1";1;201406;584;"AA";"C1";9;"AA-C1-9"
"1708";492717;"OB1";1;201406;262;"AA";"C1";9;"AA-C1-9"
"1790";590053;"OB1";1;201309;152;"AA";"C1";9;"AA-C1-9"
"1791";590090;"OB1";1;201309;604;"AA";"C1";9;"AA-C1-9"
"1797";590322;"OB2";1;201309;183;"AA";"C1";9;"AA-C1-9"
"1803";590545;"OB1";1;201309;324;"AA";"C1";9;"AA-C1-9"
"1838";591354;"OB1";1;201310;216;"AA";"C1";9;"AA-C1-9"
"1850";591742;"OB2";1;201311;209;"AA";"C1";9;"AA-C1-9"
"1865";592075;"OB2";1;201311;235;"AA";"C1";9;"AA-C1-9"
"1874";592205;"OB1";1;201312;715;"AA";"C1";9;"AA-C1-9"
"1882";592342;"OB2";1;201312;543;"AA";"C1";9;"AA-C1-9"
"1890";592696;"OB2";1;201312;311;"AA";"C1";9;"AA-C1-9"
"1909";593317;"OB1";1;201401;451;"AA";"C1";9;"AA-C1-9"
"1912";593367;"OB2";1;201401;261;"AA";"C1";9;"AA-C1-9"
"1915";593394;"OB2";1;201401;155;"AA";"C1";9;"AA-C1-9"
"1924";593559;"OB2";1;201402;183;"AA";"C1";9;"AA-C1-9"
"1927";593591;"OB2";1;201402;199;"AA";"C1";9;"AA-C1-9"
"1955";594349;"OB2";1;201403;279;"AA";"C1";9;"AA-C1-9"
"1956";594350;"OB1";1;201403;416;"AA";"C1";9;"AA-C1-9"
"1979";594850;"OB1";1;201404;153;"AA";"C1";9;"AA-C1-9"
"1991";595104;"OB2";1;201404;323;"AA";"C1";9;"AA-C1-9"
"1995";595206;"OB1";1;201404;278;"AA";"C1";9;"AA-C1-9"
"2051";596577;"OB2";1;201406;157;"AA";"C1";9;"AA-C1-9"
"2112";597951;"OB1";2;201408;274;"AA";"C1";9;"AA-C1-9"
"2117";486236;"OB1";1;201309;83;"AA";"C1";9;"AA-C1-9"
"2130";486514;"OB1";1;201309;189;"AA";"C1";9;"AA-C1-9"
"2147";486765;"OB1";1;201309;112;"AA";"C1";9;"AA-C1-9"
"2155";486922;"OB2";1;201309;371;"AA";"C1";9;"AA-C1-9"
"2184";487960;"OB2";1;201311;194;"AA";"C1";9;"AA-C1-9"
"2185";488052;"OB2";1;201311;323;"AA";"C1";9;"AA-C1-9"
"2239";489452;"OB1";1;201401;405;"AA";"C1";9;"AA-C1-9"
"2240";489455;"OB2";1;201401;614;"AA";"C1";9;"AA-C1-9"
"2272";490427;"OB2";1;201403;527;"AA";"C1";9;"AA-C1-9"
"2298";490996;"OB1";1;201403;128;"AA";"C1";9;"AA-C1-9"
"2300";490998;"OB1";1;201403;274;"AA";"C1";9;"AA-C1-9"
"2302";491038;"OB1";1;201403;153;"AA";"C1";9;"AA-C1-9"
"2310";491174;"OB2";1;201404;121;"AA";"C1";9;"AA-C1-9"
"2317";491385;"OB1";1;201404;266;"AA";"C1";9;"AA-C1-9"
"2318";491388;"OB1";NA;201404;0;"AA";"C1";9;"AA-C1-9"
"2320";491537;"OB1";1;201404;254;"AA";"C1";9;"AA-C1-9"
"2323";491633;"OB2";1;201404;207;"AA";"C1";9;"AA-C1-9"
"2345";492354;"OB2";1;201405;600;"AA";"C1";9;"AA-C1-9"
"2348";492388;"OB2";1;201406;196;"AA";"C1";9;"AA-C1-9"
"2356";492515;"OB1";1;201406;184;"AA";"C1";9;"AA-C1-9"
"2431";494046;"OB2";1;201408;32;"AA";"C1";9;"AA-C1-9"
"2476";591285;"OB2";1;201310;237;"AA";"C1";9;"AA-C1-9"
"2492";591890;"OB1";1;201311;303;"AA";"C1";9;"AA-C1-9"
"2494";591912;"OB2";1;201311;177;"AA";"C1";9;"AA-C1-9"
"2554";593436;"OB2";1;201401;409;"AA";"C1";9;"AA-C1-9"
"2559";593483;"OB2";1;201401;456;"AA";"C1";9;"AA-C1-9"
"2564";593594;"OB2";1;201402;161;"AA";"C1";9;"AA-C1-9"
"2570";593717;"OB2";1;201402;470;"AA";"C1";9;"AA-C1-9"
"2578";593841;"OB2";1;201402;313;"AA";"C1";9;"AA-C1-9"
"2594";594250;"OB2";1;201403;164;"AA";"C1";9;"AA-C1-9"
"2613";594609;"OB1";1;201403;240;"AA";"C1";9;"AA-C1-9"
"2618";594702;"OB1";1;201403;204;"AA";"C1";9;"AA-C1-9"
"2619";594730;"OB1";1;201404;160;"AA";"C1";9;"AA-C1-9"
"2642";595103;"OB2";1;201404;360;"AA";"C1";9;"AA-C1-9"
"2651";595358;"OB1";1;201404;121;"AA";"C1";9;"AA-C1-9"
"2669";595920;"OB2";1;201405;202;"AA";"C1";9;"AA-C1-9"
"2694";596362;"OB2";1;201406;310;"AA";"C1";9;"AA-C1-9"
"2703";596514;"OB2";1;201406;446;"AA";"C1";9;"AA-C1-9"
"2704";596579;"OB2";1;201406;272;"AA";"C1";9;"AA-C1-9"
"2713";596776;"OB1";1;201407;691;"AA";"C1";9;"AA-C1-9"
"2730";597057;"OB2";1;201407;253;"AA";"C1";9;"AA-C1-9"
"2778";597953;"OB1";1;201408;590;"AA";"C1";9;"AA-C1-9"
"2791";486516;"OB2";1;201309;235;"AA";"C1";9;"AA-C1-9"
"2806";486923;"OB1";1;201309;393;"AA";"C1";9;"AA-C1-9"
"2810";486952;"OB1";1;201310;208;"AA";"C1";9;"AA-C1-9"
"2815";487002;"OB2";1;201310;173;"AA";"C1";9;"AA-C1-9"
"2839";487742;"OB2";1;201311;241;"AA";"C1";9;"AA-C1-9"
"2925";489453;"OB1";1;201401;393;"AA";"C1";9;"AA-C1-9"
"2950";490155;"OB2";1;201402;241;"AA";"C1";9;"AA-C1-9"
"2954";490257;"OB2";1;201402;605;"AA";"C1";9;"AA-C1-9"
"2955";490259;"OB2";1;201402;446;"AA";"C1";9;"AA-C1-9"
"2964";490431;"OB1";1;201403;152;"AA";"C1";9;"AA-C1-9"
"2971";490612;"OB1";1;201403;254;"AA";"C1";9;"AA-C1-9"
"2974";490681;"OB2";1;201403;753;"AA";"C1";9;"AA-C1-9"
"2975";490687;"OB2";1;201403;213;"AA";"C1";9;"AA-C1-9"
"2987";490822;"OB2";1;201403;383;"AA";"C1";9;"AA-C1-9"
"2991";490860;"OB1";1;201403;264;"AA";"C1";9;"AA-C1-9"
"3018";491386;"OB1";1;201404;203;"AA";"C1";9;"AA-C1-9"
"3022";491485;"OB2";1;201404;248;"AA";"C1";9;"AA-C1-9"
"3044";491940;"OB1";NA;201405;0;"AA";"C1";9;"AA-C1-9"
"3045";491942;"OB1";1;201405;457;"AA";"C1";9;"AA-C1-9"
"3046";491945;"OB1";1;201405;449;"AA";"C1";9;"AA-C1-9"
"3049";491975;"OB2";1;201405;257;"AA";"C1";9;"AA-C1-9"
"3050";491977;"OB2";1;201405;312;"AA";"C1";9;"AA-C1-9"
"3051";491978;"OB1";1;201405;592;"AA";"C1";9;"AA-C1-9"
"3052";491980;"OB2";1;201405;366;"AA";"C1";9;"AA-C1-9"
"3154";590049;"OB2";1;201309;178;"AA";"C1";9;"AA-C1-9"
"3155";590052;"OB1";1;201309;262;"AA";"C1";9;"AA-C1-9"
"3170";590318;"OB1";1;201309;386;"AA";"C1";9;"AA-C1-9"
