"NUM_CORR_ACI";"COD_LOCAL_EVENTO_ACI";"NUM_TRAT_ACO_PAN";"MES";"AL_CAS";"GRAU";"TRAT";"S_MAX";"family"
"1672";491795;"OB1";1;201405;221;"AA";"C1";8;"AA-C1-8"
"1712";492814;"OB1";1;201406;502;"AA";"C1";8;"AA-C1-8"
"1713";492816;"OB1";1;201406;645;"AA";"C1";8;"AA-C1-8"
"1714";492830;"OB2";1;201406;405;"AA";"C1";8;"AA-C1-8"
"1719";492914;"OB2";1;201407;473;"AA";"C1";8;"AA-C1-8"
"1725";492978;"OB2";1;201407;460;"AA";"C1";8;"AA-C1-8"
"1735";493181;"OB1";1;201407;523;"AA";"C1";8;"AA-C1-8"
"1736";493200;"OB2";1;201407;184;"AA";"C1";8;"AA-C1-8"
"1738";493231;"OB2";1;201407;317;"AA";"C1";8;"AA-C1-8"
"1739";493233;"OB1";1;201407;456;"AA";"C1";8;"AA-C1-8"
"1744";493307;"OB2";1;201407;523;"AA";"C1";8;"AA-C1-8"
"1750";493408;"OB1";1;201407;367;"AA";"C1";8;"AA-C1-8"
"1782";494025;"OB1";1;201408;624;"AA";"C1";8;"AA-C1-8"
"1798";590337;"OB2";1;201309;580;"AA";"C1";8;"AA-C1-8"
"1805";590549;"OB1";1;201309;633;"AA";"C1";8;"AA-C1-8"
"1806";590552;"OB1";1;201309;65;"AA";"C1";8;"AA-C1-8"
"1808";590573;"OB2";1;201309;429;"AA";"C1";8;"AA-C1-8"
"1843";591568;"OB1";1;201311;86;"AA";"C1";8;"AA-C1-8"
"1862";592060;"OB2";1;201311;81;"AA";"C1";8;"AA-C1-8"
"1863";592061;"OB2";1;201311;319;"AA";"C1";8;"AA-C1-8"
"1866";592096;"OB1";1;201311;529;"AA";"C1";8;"AA-C1-8"
"1876";592211;"OB1";1;201312;192;"AA";"C1";8;"AA-C1-8"
"1883";592440;"OB2";1;201312;521;"AA";"C1";8;"AA-C1-8"
"1884";592448;"OB2";1;201312;869;"AA";"C1";8;"AA-C1-8"
"1886";592457;"OB2";1;201312;322;"AA";"C1";8;"AA-C1-8"
"1889";592692;"OB1";1;201312;186;"AA";"C1";8;"AA-C1-8"
"1894";592886;"OB2";1;201312;163;"AA";"C1";8;"AA-C1-8"
"1902";593113;"OB1";1;201401;415;"AA";"C1";8;"AA-C1-8"
"1911";593343;"OB2";1;201401;437;"AA";"C1";8;"AA-C1-8"
"1918";593417;"OB2";1;201401;251;"AA";"C1";8;"AA-C1-8"
"1925";593569;"OB1";1;201402;816;"AA";"C1";8;"AA-C1-8"
"1926";593574;"OB2";1;201402;374;"AA";"C1";8;"AA-C1-8"
"1932";593771;"OB1";1;201402;588;"AA";"C1";8;"AA-C1-8"
"1935";593835;"OB2";1;201402;619;"AA";"C1";8;"AA-C1-8"
"1945";594078;"OB2";1;201403;408;"AA";"C1";8;"AA-C1-8"
"1952";594243;"OB2";1;201403;812;"AA";"C1";8;"AA-C1-8"
"1960";594436;"OB2";1;201403;924;"AA";"C1";8;"AA-C1-8"
"1961";594437;"OB1";1;201403;349;"AA";"C1";8;"AA-C1-8"
"1962";594440;"OB2";1;201403;521;"AA";"C1";8;"AA-C1-8"
"1975";594731;"OB1";1;201404;271;"AA";"C1";8;"AA-C1-8"
"1980";594864;"OB2";1;201404;716;"AA";"C1";8;"AA-C1-8"
"2010";595629;"OB2";1;201405;62;"AA";"C1";8;"AA-C1-8"
"2012";595686;"OB2";1;201405;555;"AA";"C1";8;"AA-C1-8"
"2027";596015;"OB2";1;201405;152;"AA";"C1";8;"AA-C1-8"
"2036";596214;"OB1";1;201406;327;"AA";"C1";8;"AA-C1-8"
"2055";596648;"OB1";1;201406;604;"AA";"C1";8;"AA-C1-8"
"2056";596789;"OB1";1;201407;583;"AA";"C1";8;"AA-C1-8"
"2057";596805;"OB1";1;201407;674;"AA";"C1";8;"AA-C1-8"
"2059";596837;"OB2";1;201407;284;"AA";"C1";8;"AA-C1-8"
"2062";596892;"OB1";1;201407;433;"AA";"C1";8;"AA-C1-8"
"2063";596896;"OB2";1;201407;182;"AA";"C1";8;"AA-C1-8"
"2066";596981;"OB2";1;201407;109;"AA";"C1";8;"AA-C1-8"
"2070";597071;"OB2";1;201407;115;"AA";"C1";8;"AA-C1-8"
"2071";597075;"OB1";1;201407;407;"AA";"C1";8;"AA-C1-8"
"2081";597330;"OB2";1;201407;650;"AA";"C1";8;"AA-C1-8"
"2082";597363;"OB2";1;201407;380;"AA";"C1";8;"AA-C1-8"
"2123";486342;"OB1";1;201309;626;"AA";"C1";8;"AA-C1-8"
"2126";486386;"OB1";NA;201309;0;"AA";"C1";8;"AA-C1-8"
"2133";486532;"OB2";1;201309;321;"AA";"C1";8;"AA-C1-8"
"2152";486780;"OB1";1;201309;250;"AA";"C1";8;"AA-C1-8"
"2175";487632;"OB2";1;201310;534;"AA";"C1";8;"AA-C1-8"
"2178";487750;"OB2";1;201311;222;"AA";"C1";8;"AA-C1-8"
"2186";488093;"OB2";1;201311;443;"AA";"C1";8;"AA-C1-8"
"2188";488127;"OB2";1;201311;209;"AA";"C1";8;"AA-C1-8"
"2191";488308;"OB1";1;201311;578;"AA";"C1";8;"AA-C1-8"
"2197";488452;"OB2";1;201312;171;"AA";"C1";8;"AA-C1-8"
"2213";488860;"OB2";1;201312;0;"AA";"C1";8;"AA-C1-8"
"2214";488868;"OB1";1;201312;376;"AA";"C1";8;"AA-C1-8"
"2226";489084;"OB1";1;201401;311;"AA";"C1";8;"AA-C1-8"
"2234";489249;"OB2";1;201401;289;"AA";"C1";8;"AA-C1-8"
"2237";489392;"OB1";1;201401;566;"AA";"C1";8;"AA-C1-8"
"2252";489920;"OB1";1;201402;271;"AA";"C1";8;"AA-C1-8"
"2253";489925;"OB1";1;201402;376;"AA";"C1";8;"AA-C1-8"
"2256";489968;"OB2";1;201402;299;"AA";"C1";8;"AA-C1-8"
"2257";489971;"OB1";1;201402;319;"AA";"C1";8;"AA-C1-8"
"2259";490013;"OB1";1;201402;632;"AA";"C1";8;"AA-C1-8"
"2265";490165;"OB2";1;201402;308;"AA";"C1";8;"AA-C1-8"
"2269";490262;"OB2";1;201402;495;"AA";"C1";8;"AA-C1-8"
"2271";490390;"OB1";1;201402;136;"AA";"C1";8;"AA-C1-8"
"2273";490439;"OB2";1;201403;684;"AA";"C1";8;"AA-C1-8"
"2274";490549;"OB1";1;201403;398;"AA";"C1";8;"AA-C1-8"
"2297";490989;"OB2";1;201403;303;"AA";"C1";8;"AA-C1-8"
"2301";491023;"OB2";1;201403;440;"AA";"C1";8;"AA-C1-8"
"2303";491041;"OB2";1;201403;440;"AA";"C1";8;"AA-C1-8"
"2333";491934;"OB1";1;201405;232;"AA";"C1";8;"AA-C1-8"
"2355";492504;"OB2";1;201406;637;"AA";"C1";8;"AA-C1-8"
"2357";492520;"OB2";1;201406;380;"AA";"C1";8;"AA-C1-8"
"2358";492559;"OB2";1;201406;480;"AA";"C1";8;"AA-C1-8"
"2365";492722;"OB2";1;201406;346;"AA";"C1";8;"AA-C1-8"
"2376";492901;"OB2";1;201407;45;"AA";"C1";8;"AA-C1-8"
"2378";492916;"OB2";1;201407;477;"AA";"C1";8;"AA-C1-8"
"2382";493038;"OB2";1;201407;825;"AA";"C1";8;"AA-C1-8"
"2392";493173;"OB2";1;201407;272;"AA";"C1";8;"AA-C1-8"
"2409";493561;"OB1";1;201408;200;"AA";"C1";8;"AA-C1-8"
"2443";590340;"OB2";NA;201309;0;"AA";"C1";8;"AA-C1-8"
"2493";591894;"OB1";NA;201311;0;"AA";"C1";8;"AA-C1-8"
"2497";591987;"OB1";1;201311;486;"AA";"C1";8;"AA-C1-8"
"2512";592228;"OB2";1;201312;325;"AA";"C1";8;"AA-C1-8"
"2523";592520;"OB1";1;201312;444;"AA";"C1";8;"AA-C1-8"
"2528";592887;"OB1";1;201312;275;"AA";"C1";8;"AA-C1-8"
"2541";593116;"OB1";1;201401;305;"AA";"C1";8;"AA-C1-8"
"2542";593120;"OB2";1;201401;304;"AA";"C1";8;"AA-C1-8"
"2543";593139;"OB2";1;201401;623;"AA";"C1";8;"AA-C1-8"
"2574";593800;"OB2";1;201402;237;"AA";"C1";8;"AA-C1-8"
"2575";593811;"OB2";1;201402;232;"AA";"C1";8;"AA-C1-8"
"2580";593863;"OB2";1;201402;582;"AA";"C1";8;"AA-C1-8"
"2581";593897;"OB2";1;201402;346;"AA";"C1";8;"AA-C1-8"
"2591";594079;"OB1";1;201403;415;"AA";"C1";8;"AA-C1-8"
"2593";594245;"OB2";1;201403;397;"AA";"C1";8;"AA-C1-8"
"2607";594472;"OB1";1;201403;614;"AA";"C1";8;"AA-C1-8"
"2626";594866;"OB1";1;201404;903;"AA";"C1";8;"AA-C1-8"
"2628";594893;"OB2";1;201404;501;"AA";"C1";8;"AA-C1-8"
"2629";594894;"OB2";1;201404;740;"AA";"C1";8;"AA-C1-8"
"2638";594990;"OB2";1;201404;523;"AA";"C1";8;"AA-C1-8"
"2648";595238;"OB1";1;201404;25;"AA";"C1";8;"AA-C1-8"
"2659";595619;"OB1";1;201405;448;"AA";"C1";8;"AA-C1-8"
"2660";595620;"OB1";1;201405;420;"AA";"C1";8;"AA-C1-8"
"2679";596148;"OB1";1;201406;584;"AA";"C1";8;"AA-C1-8"
"2687";596254;"OB2";1;201406;450;"AA";"C1";8;"AA-C1-8"
"2693";596345;"OB1";NA;201406;0;"AA";"C1";8;"AA-C1-8"
"2707";596649;"OB2";1;201406;609;"AA";"C1";8;"AA-C1-8"
"2715";596801;"OB1";1;201407;455;"AA";"C1";8;"AA-C1-8"
"2722";596915;"OB1";1;201407;307;"AA";"C1";8;"AA-C1-8"
"2729";597051;"OB1";1;201407;168;"AA";"C1";8;"AA-C1-8"
"2732";597077;"OB1";1;201407;239;"AA";"C1";8;"AA-C1-8"
"2743";597334;"OB1";1;201407;657;"AA";"C1";8;"AA-C1-8"
"2777";597952;"OB2";1;201408;702;"AA";"C1";8;"AA-C1-8"
"2780";597971;"OB2";1;201408;210;"AA";"C1";8;"AA-C1-8"
"2786";486384;"OB2";1;201309;387;"AA";"C1";8;"AA-C1-8"
"2809";486948;"OB2";1;201310;168;"AA";"C1";8;"AA-C1-8"
"2827";487308;"OB2";1;201310;410;"AA";"C1";8;"AA-C1-8"
"2828";487317;"OB1";1;201310;331;"AA";"C1";8;"AA-C1-8"
"2840";487751;"OB1";1;201311;427;"AA";"C1";8;"AA-C1-8"
"2860";488327;"OB1";1;201311;572;"AA";"C1";8;"AA-C1-8"
"2861";488329;"OB1";1;201311;421;"AA";"C1";8;"AA-C1-8"
"2863";488340;"OB2";1;201311;306;"AA";"C1";8;"AA-C1-8"
"2871";488448;"OB2";1;201312;308;"AA";"C1";8;"AA-C1-8"
"2885";488661;"OB2";1;201312;334;"AA";"C1";8;"AA-C1-8"
"2886";488664;"OB1";1;201312;0;"AA";"C1";8;"AA-C1-8"
"2889";488855;"OB1";1;201312;172;"AA";"C1";8;"AA-C1-8"
"2896";489002;"OB2";1;201401;427;"AA";"C1";8;"AA-C1-8"
"2909";489145;"OB1";1;201401;402;"AA";"C1";8;"AA-C1-8"
"2912";489246;"OB2";1;201401;559;"AA";"C1";8;"AA-C1-8"
"2937";489918;"OB1";1;201402;70;"AA";"C1";8;"AA-C1-8"
"2947";490138;"OB1";1;201402;461;"AA";"C1";8;"AA-C1-8"
"2948";490142;"OB1";1;201402;470;"AA";"C1";8;"AA-C1-8"
"2949";490151;"OB2";1;201402;300;"AA";"C1";8;"AA-C1-8"
"2965";490486;"OB2";1;201403;207;"AA";"C1";8;"AA-C1-8"
"2970";490603;"OB2";1;201403;517;"AA";"C1";8;"AA-C1-8"
"2977";490723;"OB2";1;201403;413;"AA";"C1";8;"AA-C1-8"
"2983";490770;"OB2";1;201403;455;"AA";"C1";8;"AA-C1-8"
"2984";490771;"OB1";1;201403;479;"AA";"C1";8;"AA-C1-8"
"2986";490816;"OB2";1;201403;463;"AA";"C1";8;"AA-C1-8"
"2995";490987;"OB1";1;201403;383;"AA";"C1";8;"AA-C1-8"
"3009";491284;"OB1";1;201404;678;"AA";"C1";8;"AA-C1-8"
"3025";491511;"OB2";NA;201404;0;"AA";"C1";8;"AA-C1-8"
"3026";491513;"OB1";2;201404;437;"AA";"C1";8;"AA-C1-8"
"3036";491798;"OB2";1;201405;320;"AA";"C1";8;"AA-C1-8"
"3039";491877;"OB1";1;201405;289;"AA";"C1";8;"AA-C1-8"
"3066";492249;"OB2";1;201405;512;"AA";"C1";8;"AA-C1-8"
"3084";492716;"OB2";1;201406;205;"AA";"C1";8;"AA-C1-8"
"3088";492831;"OB1";1;201406;485;"AA";"C1";8;"AA-C1-8"
"3094";492917;"OB2";1;201407;443;"AA";"C1";8;"AA-C1-8"
"3096";492979;"OB2";1;201407;0;"AA";"C1";8;"AA-C1-8"
"3098";493040;"OB1";1;201407;443;"AA";"C1";8;"AA-C1-8"
"3106";493199;"OB1";1;201407;281;"AA";"C1";8;"AA-C1-8"
"3109";493285;"OB1";1;201407;785;"AA";"C1";8;"AA-C1-8"
"3110";493286;"OB1";1;201407;552;"AA";"C1";8;"AA-C1-8"
"3129";493658;"OB1";1;201408;902;"AA";"C1";8;"AA-C1-8"
"3130";493703;"OB2";1;201408;277;"AA";"C1";8;"AA-C1-8"
"3139";493831;"OB1";1;201408;607;"AA";"C1";8;"AA-C1-8"
"3144";493909;"OB2";1;201408;284;"AA";"C1";8;"AA-C1-8"
"3150";494028;"OB1";1;201408;284;"AA";"C1";8;"AA-C1-8"
"3183";590551;"OB2";1;201309;138;"AA";"C1";8;"AA-C1-8"
"3220";591841;"OB2";1;201311;59;"AA";"C1";8;"AA-C1-8"
"3243";592452;"OB1";1;201312;632;"AA";"C1";8;"AA-C1-8"
"3244";592454;"OB1";1;201312;411;"AA";"C1";8;"AA-C1-8"
"3265";593051;"OB1";1;201401;216;"AA";"C1";8;"AA-C1-8"
"3268";593081;"OB1";NA;201401;0;"AA";"C1";8;"AA-C1-8"
"3270";593118;"OB2";1;201401;215;"AA";"C1";8;"AA-C1-8"
"3274";593173;"OB1";1;201401;352;"AA";"C1";8;"AA-C1-8"
"3279";593313;"OB2";1;201401;517;"AA";"C1";8;"AA-C1-8"
"3284";593385;"OB2";1;201401;181;"AA";"C1";8;"AA-C1-8"
"3290";593550;"OB1";1;201402;126;"AA";"C1";8;"AA-C1-8"
"3301";593763;"OB2";1;201402;338;"AA";"C1";8;"AA-C1-8"
"3304";593812;"OB1";1;201402;404;"AA";"C1";8;"AA-C1-8"
"3313";594084;"OB1";1;201403;493;"AA";"C1";8;"AA-C1-8"
"3316";594195;"OB1";1;201403;208;"AA";"C1";8;"AA-C1-8"
"3317";594199;"OB1";1;201403;56;"AA";"C1";8;"AA-C1-8"
"3318";594242;"OB1";1;201403;839;"AA";"C1";8;"AA-C1-8"
"3322";594283;"OB1";1;201403;241;"AA";"C1";8;"AA-C1-8"
"3326";594441;"OB1";1;201403;120;"AA";"C1";8;"AA-C1-8"
"3337";594653;"OB1";1;201403;202;"AA";"C1";8;"AA-C1-8"
"3340";594743;"OB1";1;201404;621;"AA";"C1";8;"AA-C1-8"
"3357";595038;"OB2";1;201404;755;"AA";"C1";8;"AA-C1-8"
"3358";595044;"OB2";1;201404;552;"AA";"C1";8;"AA-C1-8"
"3371";595201;"OB1";1;201404;96;"AA";"C1";8;"AA-C1-8"
"3384";595554;"OB1";1;201405;346;"AA";"C1";8;"AA-C1-8"
"3402";595975;"OB2";1;201405;714;"AA";"C1";8;"AA-C1-8"
"3404";596017;"OB2";1;201405;281;"AA";"C1";8;"AA-C1-8"
"3405";596035;"OB1";1;201405;278;"AA";"C1";8;"AA-C1-8"
"3414";596101;"OB1";1;201406;359;"AA";"C1";8;"AA-C1-8"
"3417";596155;"OB2";1;201406;238;"AA";"C1";8;"AA-C1-8"
"3429";596365;"OB1";1;201406;338;"AA";"C1";8;"AA-C1-8"
"3449";596980;"OB1";1;201407;378;"AA";"C1";8;"AA-C1-8"
"3459";597107;"OB1";1;201407;793;"AA";"C1";8;"AA-C1-8"
"3465";597286;"OB2";1;201407;532;"AA";"C1";8;"AA-C1-8"
"3468";597336;"OB1";1;201407;264;"AA";"C1";8;"AA-C1-8"
"3472";597384;"OB2";1;201407;468;"AA";"C1";8;"AA-C1-8"
"3517";486340;"OB2";1;201309;785;"AA";"C1";8;"AA-C1-8"
"3546";486847;"OB2";1;201309;190;"AA";"C1";8;"AA-C1-8"
"3561";487304;"OB2";1;201310;368;"AA";"C1";8;"AA-C1-8"
"3569";487380;"OB2";1;201310;314;"AA";"C1";8;"AA-C1-8"
"3581";487631;"OB1";1;201310;701;"AA";"C1";8;"AA-C1-8"
"3587";487878;"OB2";1;201311;256;"AA";"C1";8;"AA-C1-8"
"3595";488121;"OB2";1;201311;335;"AA";"C1";8;"AA-C1-8"
"3598";488345;"OB2";1;201311;324;"AA";"C1";8;"AA-C1-8"
"3634";489082;"OB1";1;201401;272;"AA";"C1";8;"AA-C1-8"
"3639";489143;"OB2";1;201401;369;"AA";"C1";8;"AA-C1-8"
"3652";489345;"OB1";1;201401;809;"AA";"C1";8;"AA-C1-8"
"3658";489428;"OB1";1;201401;370;"AA";"C1";8;"AA-C1-8"
"3662";489503;"OB1";1;201401;338;"AA";"C1";8;"AA-C1-8"
"3675";490016;"OB1";1;201402;75;"AA";"C1";8;"AA-C1-8"
"3685";490195;"OB1";1;201402;374;"AA";"C1";8;"AA-C1-8"
"3699";490461;"OB1";1;201403;441;"AA";"C1";8;"AA-C1-8"
"3700";490489;"OB1";1;201403;211;"AA";"C1";8;"AA-C1-8"
"3710";490673;"OB1";1;201403;434;"AA";"C1";8;"AA-C1-8"
"3714";490724;"OB2";1;201403;503;"AA";"C1";8;"AA-C1-8"
"3717";490817;"OB2";1;201403;395;"AA";"C1";8;"AA-C1-8"
"3740";491588;"OB2";1;201404;201;"AA";"C1";8;"AA-C1-8"
"3751";491897;"OB1";1;201405;229;"AA";"C1";8;"AA-C1-8"
"3772";492458;"OB1";1;201406;251;"AA";"C1";8;"AA-C1-8"
"3777";492522;"OB2";1;201406;415;"AA";"C1";8;"AA-C1-8"
"3788";492687;"OB1";NA;201406;0;"AA";"C1";8;"AA-C1-8"
"3789";492702;"OB2";1;201406;340;"AA";"C1";8;"AA-C1-8"
"3791";492715;"OB1";1;201406;76;"AA";"C1";8;"AA-C1-8"
"3803";492918;"OB2";1;201407;254;"AA";"C1";8;"AA-C1-8"
"3804";492920;"OB1";1;201407;176;"AA";"C1";8;"AA-C1-8"
"3808";492982;"OB2";1;201407;295;"AA";"C1";8;"AA-C1-8"
"3809";493013;"OB2";1;201407;168;"AA";"C1";8;"AA-C1-8"
"3820";493180;"OB1";1;201407;526;"AA";"C1";8;"AA-C1-8"
"3824";493224;"OB1";1;201407;558;"AA";"C1";8;"AA-C1-8"
"3825";493231;"OB2";NA;201407;0;"AA";"C1";8;"AA-C1-8"
"3827";493262;"OB1";1;201407;525;"AA";"C1";8;"AA-C1-8"
"3828";493390;"OB1";1;201407;483;"AA";"C1";8;"AA-C1-8"
"3830";493413;"OB1";1;201407;360;"AA";"C1";8;"AA-C1-8"
"3836";493522;"OB1";1;201408;417;"AA";"C1";8;"AA-C1-8"
"3843";493583;"OB2";1;201408;637;"AA";"C1";8;"AA-C1-8"
"3844";493657;"OB2";1;201408;386;"AA";"C1";8;"AA-C1-8"
"3845";493659;"OB2";1;201408;459;"AA";"C1";8;"AA-C1-8"
"3850";493705;"OB1";1;201408;225;"AA";"C1";8;"AA-C1-8"
"3867";493910;"OB2";1;201408;129;"AA";"C1";8;"AA-C1-8"
"3877";494027;"OB1";1;201408;154;"AA";"C1";8;"AA-C1-8"
"3915";590623;"OB2";1;201309;140;"AA";"C1";8;"AA-C1-8"
"3917";590681;"OB1";1;201309;36;"AA";"C1";8;"AA-C1-8"
"3929";591120;"OB2";1;201310;239;"AA";"C1";8;"AA-C1-8"
"3930";591128;"OB2";1;201310;358;"AA";"C1";8;"AA-C1-8"
"3952";591567;"OB2";1;201311;266;"AA";"C1";8;"AA-C1-8"
"3957";591654;"OB2";1;201311;257;"AA";"C1";8;"AA-C1-8"
"3968";591991;"OB2";1;201311;468;"AA";"C1";8;"AA-C1-8"
"3969";591995;"OB2";1;201311;156;"AA";"C1";8;"AA-C1-8"
"3974";592098;"OB1";1;201311;488;"AA";"C1";8;"AA-C1-8"
"3984";592296;"OB1";1;201312;258;"AA";"C1";8;"AA-C1-8"
"3985";592299;"OB2";1;201312;283;"AA";"C1";8;"AA-C1-8"
"4001";592691;"OB1";1;201312;318;"AA";"C1";8;"AA-C1-8"
"4033";593419;"OB1";1;201401;369;"AA";"C1";8;"AA-C1-8"
"4039";593489;"OB1";1;201401;778;"AA";"C1";8;"AA-C1-8"
"4040";593504;"OB1";1;201402;186;"AA";"C1";8;"AA-C1-8"
"4053";593834;"OB1";1;201402;546;"AA";"C1";8;"AA-C1-8"
"4055";593943;"OB2";1;201402;511;"AA";"C1";8;"AA-C1-8"
"4066";594363;"OB1";1;201403;172;"AA";"C1";8;"AA-C1-8"
"4069";594393;"OB1";1;201403;146;"AA";"C1";8;"AA-C1-8"
"4070";594435;"OB2";1;201403;779;"AA";"C1";8;"AA-C1-8"
"4071";594445;"OB1";1;201403;349;"AA";"C1";8;"AA-C1-8"
"4074";594473;"OB1";1;201403;284;"AA";"C1";8;"AA-C1-8"
"4096";594856;"OB1";1;201404;73;"AA";"C1";8;"AA-C1-8"
"4105";594993;"OB2";1;201404;40;"AA";"C1";8;"AA-C1-8"
"4108";595037;"OB1";1;201404;644;"AA";"C1";8;"AA-C1-8"
"4118";595234;"OB1";2;201404;71;"AA";"C1";8;"AA-C1-8"
"4135";595636;"OB1";1;201405;699;"AA";"C1";8;"AA-C1-8"
"4136";595638;"OB1";1;201405;25;"AA";"C1";8;"AA-C1-8"
"4139";595684;"OB2";1;201405;278;"AA";"C1";8;"AA-C1-8"
"4171";596774;"OB1";1;201407;735;"AA";"C1";8;"AA-C1-8"
"4185";596961;"OB2";1;201407;814;"AA";"C1";8;"AA-C1-8"
"4186";596964;"OB2";1;201407;340;"AA";"C1";8;"AA-C1-8"
"4194";597052;"OB1";1;201407;507;"AA";"C1";8;"AA-C1-8"
"4195";597079;"OB1";1;201407;404;"AA";"C1";8;"AA-C1-8"
"4197";597108;"OB2";1;201407;744;"AA";"C1";8;"AA-C1-8"
"4206";597333;"OB2";1;201407;446;"AA";"C1";8;"AA-C1-8"
"4211";597388;"OB1";1;201407;430;"AA";"C1";8;"AA-C1-8"
"4216";597409;"OB1";1;201407;513;"AA";"C1";8;"AA-C1-8"
"4219";597453;"OB2";1;201407;392;"AA";"C1";8;"AA-C1-8"
"4221";597551;"OB1";1;201408;232;"AA";"C1";8;"AA-C1-8"
"4251";486346;"OB1";1;201309;50;"AA";"C1";8;"AA-C1-8"
"4255";486383;"OB1";1;201309;325;"AA";"C1";8;"AA-C1-8"
"4266";486531;"OB1";1;201309;321;"AA";"C1";8;"AA-C1-8"
"4267";486535;"OB2";NA;201309;0;"AA";"C1";8;"AA-C1-8"
"4269";486608;"OB1";1;201309;34;"AA";"C1";8;"AA-C1-8"
"4280";486844;"OB1";1;201309;609;"AA";"C1";8;"AA-C1-8"
"4281";486848;"OB1";1;201309;35;"AA";"C1";8;"AA-C1-8"
"4292";487254;"OB1";1;201310;280;"AA";"C1";8;"AA-C1-8"
"4296";487326;"OB2";1;201310;41;"AA";"C1";8;"AA-C1-8"
"4323";488092;"OB2";1;201311;557;"AA";"C1";8;"AA-C1-8"
"4324";488097;"OB2";1;201311;445;"AA";"C1";8;"AA-C1-8"
"4329";488194;"OB2";1;201311;117;"AA";"C1";8;"AA-C1-8"
"4330";488195;"OB1";1;201311;290;"AA";"C1";8;"AA-C1-8"
"4331";488197;"OB2";1;201311;418;"AA";"C1";8;"AA-C1-8"
"4341";488450;"OB1";1;201312;426;"AA";"C1";8;"AA-C1-8"
"4342";488459;"OB1";1;201312;614;"AA";"C1";8;"AA-C1-8"
"4351";488663;"OB1";1;201312;322;"AA";"C1";8;"AA-C1-8"
"4365";489018;"OB2";1;201401;328;"AA";"C1";8;"AA-C1-8"
"4372";489307;"OB1";1;201401;735;"AA";"C1";8;"AA-C1-8"
"4399";489962;"OB1";1;201402;787;"AA";"C1";8;"AA-C1-8"
"4400";489963;"OB2";1;201402;418;"AA";"C1";8;"AA-C1-8"
"4411";490249;"OB2";1;201402;806;"AA";"C1";8;"AA-C1-8"
"4416";490310;"OB2";1;201402;213;"AA";"C1";8;"AA-C1-8"
"4421";490440;"OB1";1;201403;419;"AA";"C1";8;"AA-C1-8"
"4422";490442;"OB2";1;201403;712;"AA";"C1";8;"AA-C1-8"
"4423";490443;"OB1";1;201403;854;"AA";"C1";8;"AA-C1-8"
"4443";490939;"OB1";1;201403;439;"AA";"C1";8;"AA-C1-8"
"4444";490960;"OB2";1;201403;873;"AA";"C1";8;"AA-C1-8"
"4449";491022;"OB1";1;201403;356;"AA";"C1";8;"AA-C1-8"
"4458";491206;"OB1";1;201404;628;"AA";"C1";8;"AA-C1-8"
"4460";491257;"OB1";1;201404;303;"AA";"C1";8;"AA-C1-8"
"4470";491350;"OB1";1;201404;368;"AA";"C1";8;"AA-C1-8"
"4474";491448;"OB2";1;201404;575;"AA";"C1";8;"AA-C1-8"
"4475";491508;"OB1";1;201404;231;"AA";"C1";8;"AA-C1-8"
"4476";491513;"OB2";1;201404;604;"AA";"C1";8;"AA-C1-8"
"4489";491793;"OB2";1;201405;681;"AA";"C1";8;"AA-C1-8"
"4497";491936;"OB1";1;201405;35;"AA";"C1";8;"AA-C1-8"
"4498";491939;"OB1";1;201405;152;"AA";"C1";8;"AA-C1-8"
"4499";491944;"OB2";1;201405;319;"AA";"C1";8;"AA-C1-8"
"4507";492186;"OB1";1;201405;385;"AA";"C1";8;"AA-C1-8"
"4509";492245;"OB2";1;201405;649;"AA";"C1";8;"AA-C1-8"
"4511";492315;"OB2";1;201405;906;"AA";"C1";8;"AA-C1-8"
"4512";492319;"OB2";1;201405;130;"AA";"C1";8;"AA-C1-8"
"4528";492499;"OB2";1;201406;894;"AA";"C1";8;"AA-C1-8"
"4533";492582;"OB2";1;201406;640;"AA";"C1";8;"AA-C1-8"
"4541";492688;"OB2";1;201406;184;"AA";"C1";8;"AA-C1-8"
"4542";492703;"OB1";1;201406;192;"AA";"C1";8;"AA-C1-8"
"4543";492713;"OB1";1;201406;298;"AA";"C1";8;"AA-C1-8"
"4550";492815;"OB2";1;201406;593;"AA";"C1";8;"AA-C1-8"
"4552";492899;"OB1";1;201407;344;"AA";"C1";8;"AA-C1-8"
"4568";493179;"OB2";1;201407;588;"AA";"C1";8;"AA-C1-8"
"4569";493198;"OB2";1;201407;521;"AA";"C1";8;"AA-C1-8"
"4581";493524;"OB1";1;201408;233;"AA";"C1";8;"AA-C1-8"
"4589";493702;"OB1";1;201408;253;"AA";"C1";8;"AA-C1-8"
"4594";493827;"OB1";2;201408;805;"AA";"C1";8;"AA-C1-8"
"4621";590154;"OB1";1;201309;263;"AA";"C1";8;"AA-C1-8"
"4625";590207;"OB2";1;201309;704;"AA";"C1";8;"AA-C1-8"
"4638";590431;"OB1";1;201309;223;"AA";"C1";8;"AA-C1-8"
"4645";590552;"OB2";2;201309;780;"AA";"C1";8;"AA-C1-8"
"4649";590594;"OB2";1;201309;290;"AA";"C1";8;"AA-C1-8"
"4651";590625;"OB2";1;201309;90;"AA";"C1";8;"AA-C1-8"
"4653";590641;"OB2";1;201309;570;"AA";"C1";8;"AA-C1-8"
"4655";590693;"OB1";1;201309;207;"AA";"C1";8;"AA-C1-8"
